ID_rec	ID_site	ID_xml	rec_fl_adu	rec_fl_ex_n	rec_fl_ex_s	rec_fl_ey_e	rec_fl_ey_w	rec_fl_joblist	rec_fl_note	rec_fl_operator	rec_fl_rec_start	rec_fl_remote_reference	rec_qc_date	rec_qc_exception	rec_qc_note	rec_qc_nsp	rec_qc_qcby	rec_qc_status	rec_x	rec_y
8220	822	221_2025-03-14_10-30-10, 221_2025-03-14_10-38-10, 221_2025-03-14_10-59-11, 221_2025-03-14_11-07-11, 221_2025-03-14_13-10-32, 221_2025-03-14_13-17-00, 221_2025-03-14_13-44-00, 221_2025-03-15_14-53-07	221	50.0	50.0	45.0	50.0	LaPalma_ADU7	house 100m, fence 50m, old rock field overgrown with forest very noisy LF data	Adam		0.0						Pending	-17.85039444	28.64588889
9210	921																	Projected	-17.84451112	28.63708337
9220	922	077_2025-03-14_12-16-49, 077_2025-03-14_12-19-49, 077_2025-03-14_13-00-00, 077_2025-03-14_13-06-00, 077_2025-03-14_13-17-00, 077_2025-03-14_13-44-00	077	44.0	40.0	43.0	46.0	LaPalma_ADU8	Rock field, high ground res.	Adam		0.0						Pending	-17.84196667	28.64504166
10030	1003	221_2025-03-12_10-01-59, 221_2025-03-12_10-09-59, 221_2025-03-12_13-00-00, 221_2025-03-12_13-06-00, 221_2025-03-12_13-17-00, 221_2025-03-12_13-44-00	221		52.0			LaPalma_ADU7		Adam	2025-03-12 10:05:00+00:00	0.0						Pending	-17.8315223	28.47439742
10040	1004	282_2025-03-11_12-50-20, 282_2025-03-11_12-53-20, 282_2025-03-11_13-00-00, 282_2025-03-11_13-06-00, 282_2025-03-11_13-17-00, 282_2025-03-11_13-44-00	282	50.0	48.0	45.0	50.0	LaPalma_ADU7	road 100m , Ex+Ey slope	Adam	2025-03-11 12:55:00+00:00	0.0						Rejected	-17.831501	28.484365
10200	1020	282_2025-03-18_12-33-38, 282_2025-03-18_12-36-38	282				28.0	2LaPalma_v2_ADU7		Adam		0.0						Recording	-17.83538889	28.62919722
10210	1021	051_2025-03-18_11-01-28, 051_2025-03-18_10-56-28	051					2LaPalma_v2_ADU7		Adam		0.0						Recording	-17.83199442	28.63516942
10220	1022																	Projected	-17.83250833	28.64330555
11040	1104	077_2025-03-12_11-50-45, 077_2025-03-12_11-53-45, 077_2025-03-12_13-00-00, 077_2025-03-12_13-06-00, 077_2025-03-12_13-17-00, 077_2025-03-12_13-44-00	077					LaPalma_ADU8	Ey slope	Adam	2025-03-12 12:01:00+00:00	0.0						Pending	-17.82577595	28.48061548
6200	620	051_2025-03-15_12-29-48, 051_2025-03-15_12-37-48, 051_2025-03-15_13-00-00, 051_2025-03-15_13-06-00, 051_2025-03-15_13-17-00, 051_2025-03-15_13-44-00	051					LaPalma_ADU7	urban area 200m, Ey slope	Adam		0.0						Pending	-17.87106112	28.62755277
6220	622																		-17.87148889	28.64826111
7200	720																		-17.86115834	28.62737778
7210	721	221_2025-03-17_12-30-19, 221_2025-03-17_13-00-00, 221_2025-03-17_13-06-00, 221_2025-03-17_13-17-00, 221_2025-03-17_13-44-00	221					LaPalma_ADU7	urban area, multiple houses within 100m radius, electric box 70m	Adam	2025-03-17 12:01:50+00:00	0.0						Recording	-17.86253727	28.6363336
7220	722	077_2025-03-17_10-24-27, 077_2025-03-17_10-27-27	077	27.0	28.0			LaPalma_ADU8	urban area, house 60m, small power line 70m	Adam	2025-03-17 10:17:40+00:00	0.0						Recording	-17.86204167	28.64567223
8200	820																		-17.85016945	28.62599722
8210	821																		-17.85139166	28.63595556
8230	823																		-17.85136944	28.65491389
9200	920	282_2025-03-15_10-37-04, 282_2025-03-15_10-45-04, 282_2025-03-15_13-00-00, 282_2025-03-15_13-06-00, 282_2025-03-15_13-17-00, 282_2025-03-15_13-44-00	282					LaPalma_ADU7		Adam		0.0						Pending	-17.84251667	28.62810278
9230	923																		-17.84212778	28.65766388
9240	924																		-17.84713335	28.66428055
10230	1023																		-17.83375833	28.65797778
10240	1024																		-17.83755555	28.66629445
12200	1220																		-17.80808789	28.62551043
14200	1420																		-17.79009633	28.62595531
8060	806	282_2025-02-27_10-07-37, 282_2025-02-27_10-10-37, 282_2025-02-27_13-00-00, 282_2025-02-27_13-06-00, 282_2025-02-27_13-17-00, 282_2025-02-27_13-44-00	282					LaPalma_ADU7		Vincent		0.0						Pending	-17.85015554	28.50225556
8070	807	051_2025-02-27_12-20-15, 051_2025-02-27_12-23-15, 051_2025-02-27_13-00-00, 051_2025-02-27_13-06-00, 051_2025-02-27_13-17-00, 051_2025-02-27_13-44-00	051					LaPalma_ADU7		Vincent		0.0						Pending	-17.85188888	28.51057222
8080	808	221_2025-02-28_10-24-35, 221_2025-02-28_10-27-35, 221_2025-02-28_13-00-00, 221_2025-02-28_13-06-00, 221_2025-02-28_13-17-00, 221_2025-02-28_13-44-00	221					LaPalma_ADU7		Vincent		0.0						Rejected	-17.84990555	28.52013334
9030	903	282_2025-03-06_11-57-19, 282_2025-03-06_12-05-19, 282_2025-03-06_13-00-00, 282_2025-03-06_13-06-00, 282_2025-03-06_13-17-00, 282_2025-03-06_13-44-00	282					LaPalma_ADU7		Vincent		0.0						Pending	-17.840275	28.47418332
8190	819																		-17.8498833386469	28.6162861186063
