Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 304    Date: 21/01/13    Time: 13:47:42
+6.5795E+03  +9.2933E-05  -4.1193E+01    
+8.1115E+03  +7.2761E-05  -4.7296E+01    
+1.0000E+04  +5.5660E-05  -5.5311E+01    
                                        
                                        
 FREQUENCY    MAGNITUDE      PHASE       
    Hz                     deg          
Chopper Off                             
+1.0000E+00  +1.8744E-01  +1.1182E+02   
+1.2328E+00  +1.9722E-01  +1.0261E+02    
+1.5199E+00  +2.0221E-01  +9.3214E+01    
+1.8738E+00  +2.0173E-01  +8.3654E+01    
+2.3101E+00  +1.9498E-01  +7.4148E+01    
+2.8480E+00  +1.8398E-01  +6.4932E+01    
+3.5112E+00  +1.6861E-01  +5.6008E+01    
+4.3288E+00  +1.5038E-01  +4.7669E+01    
+5.3367E+00  +1.3097E-01  +4.0001E+01    
+6.5790E+00  +1.1207E-01  +3.3335E+01    
+8.1110E+00  +9.4512E-02  +2.7655E+01    
+1.0000E+01  +7.8604E-02  +2.2634E+01    
+1.2329E+01  +6.4879E-02  +1.8521E+01    
+1.5199E+01  +5.3327E-02  +1.5054E+01    
+1.8738E+01  +4.3486E-02  +1.2174E+01    
+2.3101E+01  +3.5503E-02  +9.7852E+00    
+2.8481E+01  +2.8911E-02  +7.9674E+00    
+3.5112E+01  +2.3472E-02  +6.2560E+00    
+4.3288E+01  +1.9167E-02  +4.4821E+00    
+5.3368E+01  +1.5505E-02  +3.9606E+00    
+6.5790E+01  +1.2559E-02  +2.9788E+00    
+8.1110E+01  +1.0213E-02  +2.2584E+00    
+1.0000E+02  +8.2855E-03  +1.5589E+00    
+1.2329E+02  +6.7211E-03  +9.3753E-01    
+1.5199E+02  +5.4816E-03  +8.1165E-02    
+1.8738E+02  +4.4238E-03  -2.0469E-01    
+2.3102E+02  +3.5836E-03  -7.8302E-01    
+2.8481E+02  +2.9113E-03  -1.3427E+00    
+3.5112E+02  +2.3594E-03  -2.0402E+00    
+4.3288E+02  +1.9142E-03  -2.7773E+00    
+5.3368E+02  +1.5517E-03  -3.6548E+00    
+6.5790E+02  +1.2578E-03  -4.7254E+00    
+8.1110E+02  +1.0197E-03  -5.9808E+00    
+1.0000E+03  +8.2609E-04  -7.5011E+00    
+1.2329E+03  +6.6872E-04  -9.3654E+00    
+1.5199E+03  +5.4092E-04  -1.1634E+01    
+1.8739E+03  +4.3841E-04  -1.4437E+01    
+2.3102E+03  +3.5212E-04  -1.8666E+01    
+2.8481E+03  +2.7875E-04  -2.3286E+01    
+3.5113E+03  +2.1718E-04  -2.8912E+01    
+4.3289E+03  +1.6283E-04  -3.4770E+01    
+5.3368E+03  +1.1998E-04  -3.8068E+01    
+6.5795E+03  +9.3136E-05  -4.1129E+01    
+8.1115E+03  +7.2915E-05  -4.7208E+01    
+1.0000E+04  +5.5776E-05  -5.5198E+01    
