Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 307    Date: 22/01/13    Time: 08:13:47
+6.5795E+03  +9.4350E-05  -3.9405E+01    
+8.1115E+03  +7.3988E-05  -4.5926E+01    
+1.0000E+04  +5.6672E-05  -5.4042E+01    
                                        
                                        
 FREQUENCY    MAGNITUDE      PHASE       
    Hz                     deg          
Chopper Off                             
+1.0000E+00  +1.8648E-01  +1.1253E+02   
+1.2328E+00  +1.9764E-01  +1.0301E+02    
+1.5199E+00  +2.0309E-01  +9.3503E+01    
+1.8738E+00  +2.0251E-01  +8.3808E+01    
+2.3101E+00  +1.9644E-01  +7.4240E+01    
+2.8480E+00  +1.8466E-01  +6.4809E+01    
+3.5112E+00  +1.6877E-01  +5.5765E+01    
+4.3288E+00  +1.5043E-01  +4.7441E+01    
+5.3367E+00  +1.3118E-01  +3.9958E+01    
+6.5790E+00  +1.1196E-01  +3.3159E+01    
+8.1110E+00  +9.4138E-02  +2.7405E+01    
+1.0000E+01  +7.8243E-02  +2.2368E+01    
+1.2329E+01  +6.4693E-02  +1.8406E+01    
+1.5199E+01  +5.3033E-02  +1.4921E+01    
+1.8738E+01  +4.3380E-02  +1.1872E+01    
+2.3101E+01  +3.5278E-02  +9.6018E+00    
+2.8481E+01  +2.8792E-02  +7.8415E+00    
+3.5112E+01  +2.3373E-02  +6.2102E+00    
+4.3288E+01  +1.9101E-02  +4.6880E+00    
+5.3368E+01  +1.5416E-02  +3.8660E+00    
+6.5790E+01  +1.2490E-02  +2.9908E+00    
+8.1110E+01  +1.0153E-02  +2.1930E+00    
+1.0000E+02  +8.2392E-03  +1.5359E+00    
+1.2329E+02  +6.6818E-03  +8.7211E-01    
+1.5199E+02  +5.4611E-03  +4.0179E-01    
+1.8738E+02  +4.3988E-03  -2.3720E-01    
+2.3102E+02  +3.5611E-03  -8.5178E-01    
+2.8481E+02  +2.8913E-03  -1.3963E+00    
+3.5112E+02  +2.3443E-03  -2.0541E+00    
+4.3288E+02  +1.9009E-03  -2.8792E+00    
+5.3368E+02  +1.5409E-03  -3.7686E+00    
+6.5790E+02  +1.2485E-03  -4.8334E+00    
+8.1110E+02  +1.0114E-03  -6.0992E+00    
+1.0000E+03  +8.1891E-04  -7.6324E+00    
+1.2329E+03  +6.6219E-04  -9.5061E+00    
+1.5199E+03  +5.3478E-04  -1.1807E+01    
+1.8739E+03  +4.3121E-04  -1.4669E+01    
+2.3102E+03  +3.4552E-04  -1.8356E+01    
+2.8481E+03  +2.7410E-04  -2.2830E+01    
+3.5113E+03  +2.1299E-04  -2.8282E+01    
+4.3289E+03  +1.5921E-04  -3.3409E+01    
+5.3368E+03  +1.1952E-04  -3.5846E+01    
+6.5795E+03  +9.4282E-05  -3.9510E+01    
+8.1115E+03  +7.3923E-05  -4.6028E+01    
+1.0000E+04  +5.6624E-05  -5.4137E+01    
