Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 305    Date: 21/01/13    Time: 14:09:25
+6.5795E+03  +9.3501E-05  -4.0807E+01    
+8.1115E+03  +7.3327E-05  -4.7254E+01    
+1.0000E+04  +5.6061E-05  -5.5488E+01    
                                        
                                        
 FREQUENCY    MAGNITUDE      PHASE       
    Hz                     deg          
Chopper Off                             
+1.0000E+00  +1.8804E-01  +1.1224E+02   
+1.2328E+00  +1.9856E-01  +1.0293E+02    
+1.5199E+00  +2.0368E-01  +9.3467E+01    
+1.8738E+00  +2.0274E-01  +8.3806E+01    
+2.3101E+00  +1.9690E-01  +7.4240E+01    
+2.8480E+00  +1.8576E-01  +6.4973E+01    
+3.5112E+00  +1.6956E-01  +5.5893E+01    
+4.3288E+00  +1.5122E-01  +4.7565E+01    
+5.3367E+00  +1.3153E-01  +3.9865E+01    
+6.5790E+00  +1.1242E-01  +3.3174E+01    
+8.1110E+00  +9.4675E-02  +2.7463E+01    
+1.0000E+01  +7.8780E-02  +2.2508E+01    
+1.2329E+01  +6.5016E-02  +1.8419E+01    
+1.5199E+01  +5.3368E-02  +1.5030E+01    
+1.8738E+01  +4.3772E-02  +1.1925E+01    
+2.3101E+01  +3.5418E-02  +9.7789E+00    
+2.8481E+01  +2.8891E-02  +7.8867E+00    
+3.5112E+01  +2.3579E-02  +6.1314E+00    
+4.3288E+01  +1.9245E-02  +5.3036E+00    
+5.3368E+01  +1.5521E-02  +3.9554E+00    
+6.5790E+01  +1.2604E-02  +2.8998E+00    
+8.1110E+01  +1.0225E-02  +2.2609E+00    
+1.0000E+02  +8.2930E-03  +1.5812E+00    
+1.2329E+02  +6.7270E-03  +9.4433E-01    
+1.5199E+02  +5.4524E-03  -8.0852E-02    
+1.8738E+02  +4.4280E-03  -1.9209E-01    
+2.3102E+02  +3.5944E-03  -7.4048E-01    
+2.8481E+02  +2.9124E-03  -1.3778E+00    
+3.5112E+02  +2.3618E-03  -1.9928E+00    
+4.3288E+02  +1.9161E-03  -2.7884E+00    
+5.3368E+02  +1.5538E-03  -3.6697E+00    
+6.5790E+02  +1.2598E-03  -4.7454E+00    
+8.1110E+02  +1.0214E-03  -6.0040E+00    
+1.0000E+03  +8.2765E-04  -7.5561E+00    
+1.2329E+03  +6.7005E-04  -9.4614E+00    
+1.5199E+03  +5.4180E-04  -1.1804E+01    
+1.8739E+03  +4.3762E-04  -1.4724E+01    
+2.3102E+03  +3.5145E-04  -1.8649E+01    
+2.8481E+03  +2.7894E-04  -2.3349E+01    
+3.5113E+03  +2.1680E-04  -2.9108E+01    
+4.3289E+03  +1.6158E-04  -3.4824E+01    
+5.3368E+03  +1.1949E-04  -3.7499E+01    
+6.5795E+03  +9.3709E-05  -4.0724E+01    
+8.1115E+03  +7.3471E-05  -4.7145E+01    
+1.0000E+04  +5.6172E-05  -5.5340E+01    
